tool,signature,class_name,method_name,primary_tag,all_tags
FLOWDROID,<com.adjust.sdk.sig.INativeLibHelper: void onResume()>,com.adjust.sdk.sig.INativeLibHelper,onResume,entrypoint,entrypoint
FLOWDROID,<com.adjust.sdk.sig.NativeLibHelper: void onResume()>,com.adjust.sdk.sig.NativeLibHelper,onResume,entrypoint,entrypoint
FLOWDROID,<com.adjust.sdk.sig.Signer: void onResume()>,com.adjust.sdk.sig.Signer,onResume,entrypoint,entrypoint
FLOWDROID,<com.adjust.sdk.sig.SignerInstance: void onResume(com.adjust.sdk.sig.INativeLibHelper)>,com.adjust.sdk.sig.SignerInstance,onResume,entrypoint,entrypoint
FLOWDROID,<com.ads.control.admob.AppOpenManager: void onResume()>,com.ads.control.admob.AppOpenManager,onResume,entrypoint,entrypoint
FLOWDROID,"<com.aheaditec.talsec_security.security.api.ThreatListener: void onReceive(android.content.Context,android.content.Intent)>",com.aheaditec.talsec_security.security.api.ThreatListener,onReceive,entrypoint,entrypoint
FLOWDROID,<com.ainidevolution.ainidevolution_AppOpenAds: void onStart()>,com.ainidevolution.ainidevolution_AppOpenAds,onStart,entrypoint,entrypoint
FLOWDROID,<com.ainidevolution.ainidevolution_MainActivity: void onTimeChanged(com.example.jean.jcplayer.general.JcStatus)>,com.ainidevolution.ainidevolution_MainActivity,onTimeChanged,callback,callback|entrypoint
FLOWDROID,<com.airbnb.lottie.LottieCompositionFactory$$ExternalSyntheticLambda2: java.lang.Object call()>,com.airbnb.lottie.LottieCompositionFactory$$ExternalSyntheticLambda2,call,entrypoint,entrypoint
FLOWDROID,<com.airbnb.lottie.LottieCompositionFactory$$ExternalSyntheticLambda4: java.lang.Object call()>,com.airbnb.lottie.LottieCompositionFactory$$ExternalSyntheticLambda4,call,entrypoint,entrypoint
FLOWDROID,<com.airbnb.lottie.LottieCompositionFactory$1: java.lang.Object call()>,com.airbnb.lottie.LottieCompositionFactory$1,call,entrypoint,entrypoint
FLOWDROID,<com.airbnb.lottie.LottieCompositionFactory$2: java.lang.Object call()>,com.airbnb.lottie.LottieCompositionFactory$2,call,entrypoint,entrypoint
FLOWDROID,<com.airbnb.lottie.LottieCompositionFactory$9: java.lang.Object call()>,com.airbnb.lottie.LottieCompositionFactory$9,call,entrypoint,entrypoint
FLOWDROID,<com.alfredcamera.ui.product.OobeActivity: void onNewIntent(android.content.Intent)>,com.alfredcamera.ui.product.OobeActivity,onNewIntent,callback,callback|entrypoint
FLOWDROID,"<com.alfredcamera.ui.qrcode.QRCodeScannerActivity: boolean onKeyDown(int,android.view.KeyEvent)>",com.alfredcamera.ui.qrcode.QRCodeScannerActivity,onKeyDown,callback,callback|entrypoint
FLOWDROID,<com.alfredcamera.ui.qrcode.QRCodeScannerActivity: void onBackPressed()>,com.alfredcamera.ui.qrcode.QRCodeScannerActivity,onBackPressed,callback,callback|entrypoint
FLOWDROID,<com.alfredcamera.ui.signin.SignInWithEmailActivity: void onBackPressed()>,com.alfredcamera.ui.signin.SignInWithEmailActivity,onBackPressed,callback,callback|entrypoint
FLOWDROID,"<com.alphainventor.filemanager.activity.MainActivity: boolean onCreatePanelMenu(int,android.view.Menu)>",com.alphainventor.filemanager.activity.MainActivity,onCreatePanelMenu,callback,callback|entrypoint
FLOWDROID,"<com.alphainventor.filemanager.activity.MainActivity: boolean onKeyDown(int,android.view.KeyEvent)>",com.alphainventor.filemanager.activity.MainActivity,onKeyDown,callback,callback|entrypoint
FLOWDROID,<com.alphainventor.filemanager.activity.MainActivity: boolean onOptionsItemSelected(android.view.MenuItem)>,com.alphainventor.filemanager.activity.MainActivity,onOptionsItemSelected,callback,callback|entrypoint
FLOWDROID,<com.alphainventor.filemanager.activity.MainActivity: boolean onPrepareOptionsMenu(android.view.Menu)>,com.alphainventor.filemanager.activity.MainActivity,onPrepareOptionsMenu,callback,callback|entrypoint
FLOWDROID,"<com.alphainventor.filemanager.activity.MainActivity: void onActivityResult(int,int,android.content.Intent)>",com.alphainventor.filemanager.activity.MainActivity,onActivityResult,callback,callback|entrypoint
FLOWDROID,<com.alphainventor.filemanager.activity.MainActivity: void onNewIntent(android.content.Intent)>,com.alphainventor.filemanager.activity.MainActivity,onNewIntent,callback,callback|entrypoint
FLOWDROID,"<com.alphainventor.filemanager.activity.a: void onActivityResult(int,int,android.content.Intent)>",com.alphainventor.filemanager.activity.a,onActivityResult,entrypoint,entrypoint
FLOWDROID,<com.alphainventor.filemanager.bookmark.BookmarkProvider$a: void onCreate(android.database.sqlite.SQLiteDatabase)>,com.alphainventor.filemanager.bookmark.BookmarkProvider$a,onCreate,entrypoint,entrypoint
FLOWDROID,<com.amazonaws.mobileconnectors.s3.transferutility.TransferDatabaseHelper: void onCreate(android.database.sqlite.SQLiteDatabase)>,com.amazonaws.mobileconnectors.s3.transferutility.TransferDatabaseHelper,onCreate,entrypoint,entrypoint
FLOWDROID,<com.amazonaws.mobileconnectors.s3.transferutility.TransferNetworkConnectionType: boolean verify(android.net.NetworkInfo)>,com.amazonaws.mobileconnectors.s3.transferutility.TransferNetworkConnectionType,verify,sensitive_api,sensitive_api
FLOWDROID,"<com.amazonaws.mobileconnectors.s3.transferutility.TransferTable: void onCreate(android.database.sqlite.SQLiteDatabase,int)>",com.amazonaws.mobileconnectors.s3.transferutility.TransferTable,onCreate,entrypoint,entrypoint
FLOWDROID,<com.amplitude.api.DatabaseHelper: void onCreate(android.database.sqlite.SQLiteDatabase)>,com.amplitude.api.DatabaseHelper,onCreate,entrypoint,entrypoint
FLOWDROID,<com.amr.cordova.Amr: void onPause(boolean)>,com.amr.cordova.Amr,onPause,entrypoint,entrypoint
FLOWDROID,<com.android.billingclient.api.zzal: java.lang.Object call()>,com.android.billingclient.api.zzal,call,entrypoint,entrypoint
FLOWDROID,<com.android.billingclient.api.zzaw: java.lang.Object call()>,com.android.billingclient.api.zzaw,call,entrypoint,entrypoint
FLOWDROID,<com.android.car.ui.core.CarUiInstaller: boolean onCreate()>,com.android.car.ui.core.CarUiInstaller,onCreate,entrypoint,entrypoint
FLOWDROID,<com.android.inputmethod.room.CoinPurchasedDao: void insert(com.android.inputmethod.room.CoinPurchased)>,com.android.inputmethod.room.CoinPurchasedDao,insert,entrypoint,entrypoint|sensitive_api
FLOWDROID,<com.android.inputmethod.room.CoinPurchasedDao_Impl: void insert(com.android.inputmethod.room.CoinPurchased)>,com.android.inputmethod.room.CoinPurchasedDao_Impl,insert,entrypoint,entrypoint|sensitive_api
FLOWDROID,<com.android.inputmethod.room.FontDb_Impl$1: void onCreate(androidx.sqlite.db.SupportSQLiteDatabase)>,com.android.inputmethod.room.FontDb_Impl$1,onCreate,entrypoint,entrypoint
FLOWDROID,<com.android.launcher3.LauncherProvider: boolean onCreate()>,com.android.launcher3.LauncherProvider,onCreate,callback,callback|entrypoint
FLOWDROID,<com.android.launcher3.util.SQLiteCacheHelper$MySQLiteOpenHelper: void onCreate(android.database.sqlite.SQLiteDatabase)>,com.android.launcher3.util.SQLiteCacheHelper$MySQLiteOpenHelper,onCreate,entrypoint,entrypoint
FLOWDROID,<com.aoitek.lollipop.data.AppDatabase_Impl$1: void onCreate(o1.b)>,com.aoitek.lollipop.data.AppDatabase_Impl$1,onCreate,entrypoint,entrypoint
FLOWDROID,<com.aoitek.lollipop.data.room.dao.ParsePrimaryInstallationDao_Impl$12: com.aoitek.lollipop.data.room.entity.ParsePrimaryInstallationDbEntity call()>,com.aoitek.lollipop.data.room.dao.ParsePrimaryInstallationDao_Impl$12,call,entrypoint,entrypoint
FLOWDROID,<com.aoitek.lollipop.data.room.dao.ParsePrimaryInstallationDao_Impl$12: java.lang.Object call()>,com.aoitek.lollipop.data.room.dao.ParsePrimaryInstallationDao_Impl$12,call,entrypoint,entrypoint
FLOWDROID,<com.aoitek.lollipop.data.room.dao.ParsePrimaryUserDao_Impl$9: java.lang.Object call()>,com.aoitek.lollipop.data.room.dao.ParsePrimaryUserDao_Impl$9,call,entrypoint,entrypoint
FLOWDROID,<com.aoitek.lollipop.data.room.dao.ParsePrimaryUserDao_Impl$9: java.util.List call()>,com.aoitek.lollipop.data.room.dao.ParsePrimaryUserDao_Impl$9,call,entrypoint,entrypoint
FLOWDROID,<com.aoitek.lollipop.provider.a$a: void onCreate(android.database.sqlite.SQLiteDatabase)>,com.aoitek.lollipop.provider.a$a,onCreate,entrypoint,entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.FirstFragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.FirstFragment,onCreateView,callback,callback|entrypoint
FLOWDROID,<com.aoitek.lollipop.ui.fragment.startpage.FirstFragment: void onDestroyView()>,com.aoitek.lollipop.ui.fragment.startpage.FirstFragment,onDestroyView,callback,callback|entrypoint
FLOWDROID,<com.aoitek.lollipop.ui.fragment.startpage.FirstFragment: void onPause()>,com.aoitek.lollipop.ui.fragment.startpage.FirstFragment,onPause,callback,callback|entrypoint
FLOWDROID,<com.aoitek.lollipop.ui.fragment.startpage.FirstFragment: void onResume()>,com.aoitek.lollipop.ui.fragment.startpage.FirstFragment,onResume,callback,callback|entrypoint
FLOWDROID,<com.aoitek.lollipop.ui.fragment.startpage.FirstFragment: void onStop()>,com.aoitek.lollipop.ui.fragment.startpage.FirstFragment,onStop,callback,callback|entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.FirstFragment: void onViewCreated(android.view.View,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.FirstFragment,onViewCreated,callback,callback|entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.LoginFragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.LoginFragment,onCreateView,callback,callback|entrypoint
FLOWDROID,<com.aoitek.lollipop.ui.fragment.startpage.LoginFragment: void onDestroyView()>,com.aoitek.lollipop.ui.fragment.startpage.LoginFragment,onDestroyView,callback,callback|entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.LoginFragment: void onViewCreated(android.view.View,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.LoginFragment,onViewCreated,callback,callback|entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.SignUpFragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.SignUpFragment,onCreateView,callback,callback|entrypoint
FLOWDROID,<com.aoitek.lollipop.ui.fragment.startpage.SignUpFragment: void onDestroyView()>,com.aoitek.lollipop.ui.fragment.startpage.SignUpFragment,onDestroyView,callback,callback|entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.SignUpFragment: void onViewCreated(android.view.View,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.SignUpFragment,onViewCreated,callback,callback|entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.SplashFragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.SplashFragment,onCreateView,callback,callback|entrypoint
FLOWDROID,<com.aoitek.lollipop.ui.fragment.startpage.SplashFragment: void onDestroyView()>,com.aoitek.lollipop.ui.fragment.startpage.SplashFragment,onDestroyView,callback,callback|entrypoint
FLOWDROID,"<com.aoitek.lollipop.ui.fragment.startpage.SplashFragment: void onViewCreated(android.view.View,android.os.Bundle)>",com.aoitek.lollipop.ui.fragment.startpage.SplashFragment,onViewCreated,callback,callback|entrypoint
FLOWDROID,<com.apm.insight.ICommonParams: java.lang.String getDeviceId()>,com.apm.insight.ICommonParams,getDeviceId,sensitive_api,sensitive_api
FLOWDROID,<com.apm.insight.e.b: void onCreate(android.database.sqlite.SQLiteDatabase)>,com.apm.insight.e.b,onCreate,entrypoint,entrypoint
FLOWDROID,"<com.apm.insight.runtime.a.d$a: void onReceive(android.content.Context,android.content.Intent)>",com.apm.insight.runtime.a.d$a,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.app.activatelocate.ui.fragment.AboutUsFragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>",com.app.activatelocate.ui.fragment.AboutUsFragment,onCreateView,callback,callback|entrypoint
FLOWDROID,"<com.applovin.impl.ag: void onReceive(android.content.Context,android.content.Intent)>",com.applovin.impl.ag,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.bg: void onReceive(android.content.Context,android.content.Intent)>",com.applovin.impl.bg,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.h1: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.h1,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.k4: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.k4,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.ml: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.ml,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.n3: void onReceive(android.content.Context,android.content.Intent)>",com.applovin.impl.n3,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.oj: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.oj,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.r6: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.r6,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.sdk.AppLovinBroadcastManager$Receiver: void onReceive(android.content.Context,android.content.Intent,java.util.Map)>",com.applovin.impl.sdk.AppLovinBroadcastManager$Receiver,onReceive,callback,callback|entrypoint
FLOWDROID,"<com.applovin.impl.sdk.AppLovinBroadcastManager$Receiver: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.sdk.AppLovinBroadcastManager$Receiver,onReceive,callback,callback|entrypoint
FLOWDROID,"<com.applovin.impl.sdk.a: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.sdk.a,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.sdk.d: void onReceive(android.content.Context,android.content.Intent,java.util.Map)>",com.applovin.impl.sdk.d,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.sdk.network.b: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.sdk.network.b,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.sdk.utils.o: void onReceive(android.content.Context,android.content.Intent,java.util.Map)>",com.applovin.impl.sdk.utils.o,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.applovin.impl.x1: void onReceive(android.content.Intent,java.util.Map)>",com.applovin.impl.x1,onReceive,entrypoint,entrypoint
FLOWDROID,<com.applovin.mediation.adapter.MaxAdapter: void onDestroy()>,com.applovin.mediation.adapter.MaxAdapter,onDestroy,entrypoint,entrypoint
FLOWDROID,<com.appsflyer.appsflyersdk.AppsflyerSdkPlugin$1: boolean onNewIntent(android.content.Intent)>,com.appsflyer.appsflyersdk.AppsflyerSdkPlugin$1,onNewIntent,entrypoint,entrypoint
FLOWDROID,"<com.appsflyer.cordova.plugin.AppsFlyerPlugin: boolean onResume(org.json.JSONArray,org.apache.cordova.CallbackContext)>",com.appsflyer.cordova.plugin.AppsFlyerPlugin,onResume,entrypoint,entrypoint
FLOWDROID,<com.appsflyer.cordova.plugin.AppsFlyerPlugin: void onNewIntent(android.content.Intent)>,com.appsflyer.cordova.plugin.AppsFlyerPlugin,onNewIntent,entrypoint,entrypoint
FLOWDROID,<com.appsflyer.internal.AFc1qSDK$2: java.lang.Object call()>,com.appsflyer.internal.AFc1qSDK$2,call,entrypoint,entrypoint
FLOWDROID,"<com.appstreet.fitness.ui.core.BaseFragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>",com.appstreet.fitness.ui.core.BaseFragment,onCreateView,callback,callback|entrypoint
FLOWDROID,"<com.appstreet.fitness.ui.core.BaseFragment: void onViewCreated(android.view.View,android.os.Bundle)>",com.appstreet.fitness.ui.core.BaseFragment,onViewCreated,callback,callback|entrypoint
FLOWDROID,<com.appstreet.fitness.ui.core.PlainFragment: void onAttach(android.content.Context)>,com.appstreet.fitness.ui.core.PlainFragment,onAttach,callback,callback|entrypoint
FLOWDROID,<com.appstreet.fitness.ui.core.PlainFragment: void onPreparationFinished(android.view.View)>,com.appstreet.fitness.ui.core.PlainFragment,onPreparationFinished,callback,callback|entrypoint
FLOWDROID,"<com.appstreet.fitness.ui.core.PlainFragment: void onViewCreated(android.view.View,android.os.Bundle)>",com.appstreet.fitness.ui.core.PlainFragment,onViewCreated,callback,callback|entrypoint
FLOWDROID,<com.appstreet.fitness.ui.onboarding.fragments.GetStartedFragment: void onPause()>,com.appstreet.fitness.ui.onboarding.fragments.GetStartedFragment,onPause,callback,callback|entrypoint
FLOWDROID,<com.appstreet.fitness.ui.onboarding.fragments.GetStartedFragment: void onResume()>,com.appstreet.fitness.ui.onboarding.fragments.GetStartedFragment,onResume,callback,callback|entrypoint
FLOWDROID,<com.appstreet.repository.db.FitnessDB_Impl$1: void onCreate(androidx.sqlite.db.SupportSQLiteDatabase)>,com.appstreet.repository.db.FitnessDB_Impl$1,onCreate,entrypoint,entrypoint
FLOWDROID,<com.appstreet.repository.db.dao.UploadFileDao_Impl$13: java.lang.Object call()>,com.appstreet.repository.db.dao.UploadFileDao_Impl$13,call,entrypoint,entrypoint
FLOWDROID,<com.appstreet.repository.db.dao.UploadFileDao_Impl$13: java.util.List call()>,com.appstreet.repository.db.dao.UploadFileDao_Impl$13,call,entrypoint,entrypoint
FLOWDROID,"<com.aqiel.melodyfm.XMultiRadioMainActivity$e: void onReceive(android.content.Context,android.content.Intent)>",com.aqiel.melodyfm.XMultiRadioMainActivity$e,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.aqiel.melodyfm.ypylibs.activity.YPYFragmentActivity$c: void onReceive(android.content.Context,android.content.Intent)>",com.aqiel.melodyfm.ypylibs.activity.YPYFragmentActivity$c,onReceive,entrypoint,entrypoint
FLOWDROID,"<com.argusoft.sewa.android.app.activity.WelcomeActivity: void onRequestPermissionsResult(int,java.lang.String[],int[])>",com.argusoft.sewa.android.app.activity.WelcomeActivity,onRequestPermissionsResult,callback,callback|entrypoint
FLOWDROID,<com.argusoft.sewa.android.app.component.MyAlertDialog: void onCreate(android.os.Bundle)>,com.argusoft.sewa.android.app.component.MyAlertDialog,onCreate,entrypoint,entrypoint
FLOWDROID,<com.argusoft.sewa.android.app.component.MyProcessDialog: void onCreate(android.os.Bundle)>,com.argusoft.sewa.android.app.component.MyProcessDialog,onCreate,entrypoint,entrypoint
FLOWDROID,"<com.argusoft.sewa.android.app.db.DBConnection: void onCreate(android.database.sqlite.SQLiteDatabase,com.j256.ormlite.support.ConnectionSource)>",com.argusoft.sewa.android.app.db.DBConnection,onCreate,entrypoint,entrypoint
FLOWDROID,"<com.argusoft.sewa.android.app.util.BackgroundDownloadUtils$2: void onReceive(android.content.Context,android.content.Intent)>",com.argusoft.sewa.android.app.util.BackgroundDownloadUtils$2,onReceive,entrypoint,entrypoint
FLOWDROID,<com.arsh.psplugin.MainActivity: boolean onNavigationItemSelected(android.view.MenuItem)>,com.arsh.psplugin.MainActivity,onNavigationItemSelected,callback,callback|entrypoint
FLOWDROID,<com.arsh.psplugin.MainActivity: boolean onSupportNavigateUp()>,com.arsh.psplugin.MainActivity,onSupportNavigateUp,callback,callback|entrypoint
FLOWDROID,"<com.arsh.psplugin.ui.home.HomeFragment: android.view.View onCreateView(android.view.LayoutInflater,android.view.ViewGroup,android.os.Bundle)>",com.arsh.psplugin.ui.home.HomeFragment,onCreateView,callback,callback|entrypoint
FLOWDROID,<com.arsh.psplugin.ui.home.HomeFragment: void onDestroyView()>,com.arsh.psplugin.ui.home.HomeFragment,onDestroyView,callback,callback|entrypoint
FLOWDROID,<com.arsh.psplugin.ui.home.HomeFragment: void onInitializationComplete()>,com.arsh.psplugin.ui.home.HomeFragment,onInitializationComplete,callback,callback|entrypoint
FLOWDROID,<com.baseflow.geocoding.Geocoding: void <init>(android.content.Context)>,com.baseflow.geocoding.Geocoding,<init>,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geocoding.GeocodingPlugin: void <init>()>,com.baseflow.geocoding.GeocodingPlugin,<init>,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geocoding.GeocodingPlugin: void onAttachedToEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,com.baseflow.geocoding.GeocodingPlugin,onAttachedToEngine,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geocoding.GeocodingPlugin: void onDetachedFromEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,com.baseflow.geocoding.GeocodingPlugin,onDetachedFromEngine,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geocoding.MethodCallHandlerImpl: void <init>(com.baseflow.geocoding.Geocoding)>,com.baseflow.geocoding.MethodCallHandlerImpl,<init>,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geocoding.MethodCallHandlerImpl: void startListening(io.flutter.plugin.common.BinaryMessenger)>,com.baseflow.geocoding.MethodCallHandlerImpl,startListening,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geocoding.MethodCallHandlerImpl: void stopListening()>,com.baseflow.geocoding.MethodCallHandlerImpl,stopListening,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService$LocalBinder: com.baseflow.geolocator.GeolocatorLocationService getLocationService()>,com.baseflow.geolocator.GeolocatorLocationService$LocalBinder,getLocationService,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService$a: com.baseflow.geolocator.GeolocatorLocationService a()>,com.baseflow.geolocator.GeolocatorLocationService$a,a,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: boolean c(boolean)>,com.baseflow.geolocator.GeolocatorLocationService,c,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: boolean canStopLocationService(boolean)>,com.baseflow.geolocator.GeolocatorLocationService,canStopLocationService,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void flutterEngineConnected()>,com.baseflow.geolocator.GeolocatorLocationService,flutterEngineConnected,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void flutterEngineDisconnected()>,com.baseflow.geolocator.GeolocatorLocationService,flutterEngineDisconnected,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void g()>,com.baseflow.geolocator.GeolocatorLocationService,g,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void h()>,com.baseflow.geolocator.GeolocatorLocationService,h,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void m(android.app.Activity)>,com.baseflow.geolocator.GeolocatorLocationService,m,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void n(android.app.Activity)>,com.baseflow.geolocator.GeolocatorLocationService,n,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void o(e4.n)>,com.baseflow.geolocator.GeolocatorLocationService,o,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void o(g5.k)>,com.baseflow.geolocator.GeolocatorLocationService,o,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void o(g6.k)>,com.baseflow.geolocator.GeolocatorLocationService,o,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void o(j6.l)>,com.baseflow.geolocator.GeolocatorLocationService,o,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void o(q0.k)>,com.baseflow.geolocator.GeolocatorLocationService,o,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void setActivity(android.app.Activity)>,com.baseflow.geolocator.GeolocatorLocationService,setActivity,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorLocationService: void setGeolocationManager(com.baseflow.geolocator.location.GeolocationManager)>,com.baseflow.geolocator.GeolocatorLocationService,setGeolocationManager,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin$1: void <init>(com.baseflow.geolocator.GeolocatorPlugin)>,com.baseflow.geolocator.GeolocatorPlugin$1,<init>,sdk_mediated,sdk_mediated
FLOWDROID,"<com.baseflow.geolocator.GeolocatorPlugin$1: void onServiceConnected(android.content.ComponentName,android.os.IBinder)>",com.baseflow.geolocator.GeolocatorPlugin$1,onServiceConnected,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void <init>()>,com.baseflow.geolocator.GeolocatorPlugin,<init>,sdk_mediated,sdk_mediated
FLOWDROID,"<com.baseflow.geolocator.GeolocatorPlugin: void a(com.baseflow.geolocator.GeolocatorPlugin,com.baseflow.geolocator.GeolocatorLocationService)>",com.baseflow.geolocator.GeolocatorPlugin,a,sdk_mediated,sdk_mediated
FLOWDROID,"<com.baseflow.geolocator.GeolocatorPlugin: void access$000(com.baseflow.geolocator.GeolocatorPlugin,com.baseflow.geolocator.GeolocatorLocationService)>",com.baseflow.geolocator.GeolocatorPlugin,access$000,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void bindForegroundService(android.content.Context)>,com.baseflow.geolocator.GeolocatorPlugin,bindForegroundService,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void dispose()>,com.baseflow.geolocator.GeolocatorPlugin,dispose,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void initialize(com.baseflow.geolocator.GeolocatorLocationService)>,com.baseflow.geolocator.GeolocatorPlugin,initialize,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void onAttachedToActivity(io.flutter.embedding.engine.plugins.activity.ActivityPluginBinding)>,com.baseflow.geolocator.GeolocatorPlugin,onAttachedToActivity,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void onAttachedToEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,com.baseflow.geolocator.GeolocatorPlugin,onAttachedToEngine,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void onDetachedFromEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,com.baseflow.geolocator.GeolocatorPlugin,onDetachedFromEngine,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void registerListeners()>,com.baseflow.geolocator.GeolocatorPlugin,registerListeners,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.GeolocatorPlugin: void unbindForegroundService(android.content.Context)>,com.baseflow.geolocator.GeolocatorPlugin,unbindForegroundService,sdk_mediated,sdk_mediated
FLOWDROID,<com.baseflow.geolocator.LocationServiceHandlerImpl: void <init>()>,com.baseflow.geolocator.LocationServiceHandlerImpl,<init>,sdk_mediated,sdk_mediated
