tool,signature,apps_as_dynamic_entry,class_name,method_name,primary_tag,all_tags,non_library,nonobf_strict
GATOR,<com.facebook.react.modules.core.ReactChoreographer$ReactChoreographerDispatcher: void doFrame(long)>,6,com.facebook.react.modules.core.ReactChoreographer$ReactChoreographerDispatcher,doFrame,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.modules.core.TimingModule: void callTimers(com.facebook.react.bridge.WritableArray)>,6,com.facebook.react.modules.core.TimingModule,callTimers,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.facebook.react.modules.fresco.SystraceRequestListener: void onProducerStart(java.lang.String,java.lang.String)>",6,com.facebook.react.modules.fresco.SystraceRequestListener,onProducerStart,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.facebook.react.modules.fresco.SystraceRequestListener: void onRequestSuccess(com.facebook.imagepipeline.request.ImageRequest,java.lang.String,boolean)>",6,com.facebook.react.modules.fresco.SystraceRequestListener,onRequestSuccess,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.modules.image.ImageLoaderModule: void <clinit>()>,6,com.facebook.react.modules.image.ImageLoaderModule,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.modules.statusbar.StatusBarModule$1: void runGuarded()>,6,com.facebook.react.modules.statusbar.StatusBarModule$1,runGuarded,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.modules.statusbar.StatusBarModule$2: void runGuarded()>,6,com.facebook.react.modules.statusbar.StatusBarModule$2,runGuarded,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.modules.statusbar.StatusBarModule$3: void run()>,6,com.facebook.react.modules.statusbar.StatusBarModule$3,run,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.modules.statusbar.StatusBarModule$4: void run()>,6,com.facebook.react.modules.statusbar.StatusBarModule$4,run,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.modules.statusbar.StatusBarModule: void <clinit>()>,6,com.facebook.react.modules.statusbar.StatusBarModule,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.uimanager.RootViewManager: void <clinit>()>,6,com.facebook.react.uimanager.RootViewManager,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.uimanager.UIManagerModule$2: void runGuarded()>,6,com.facebook.react.uimanager.UIManagerModule$2,runGuarded,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.uimanager.UIViewOperationQueue$MeasureOperation: void execute()>,6,com.facebook.react.uimanager.UIViewOperationQueue$MeasureOperation,execute,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.uimanager.UIViewOperationQueue$RemoveRootViewOperation: void execute()>,6,com.facebook.react.uimanager.UIViewOperationQueue$RemoveRootViewOperation,execute,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.uimanager.events.ReactEventEmitter: void receiveTouches(com.facebook.react.uimanager.events.TouchEvent)>,6,com.facebook.react.uimanager.events.ReactEventEmitter,receiveTouches,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.facebook.react.uimanager.events.e: void a(int,com.facebook.react.uimanager.events.RCTEventEmitter)>",6,com.facebook.react.uimanager.events.e,a,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.views.modal.ReactModalHostManager: void <clinit>()>,6,com.facebook.react.views.modal.ReactModalHostManager,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.views.scroll.ReactHorizontalScrollContainerViewManager: void <clinit>()>,6,com.facebook.react.views.scroll.ReactHorizontalScrollContainerViewManager,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.views.slider.ReactSliderManager: java.util.Map getExportedCustomDirectEventTypeConstants()>,6,com.facebook.react.views.slider.ReactSliderManager,getExportedCustomDirectEventTypeConstants,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.views.slider.ReactSliderManager: void <clinit>()>,6,com.facebook.react.views.slider.ReactSliderManager,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.views.textinput.ReactTextInputShadowNode: void setThemedContext(com.facebook.react.uimanager.ThemedReactContext)>,6,com.facebook.react.views.textinput.ReactTextInputShadowNode,setThemedContext,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.views.unimplementedview.ReactUnimplementedViewManager: void <clinit>()>,6,com.facebook.react.views.unimplementedview.ReactUnimplementedViewManager,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.facebook.react.views.view.ReactViewBackgroundDrawable: int getOpacity()>,6,com.facebook.react.views.view.ReactViewBackgroundDrawable,getOpacity,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.facebook.react.views.view.ReactViewGroup: void onSizeChanged(int,int,int,int)>",6,com.facebook.react.views.view.ReactViewGroup,onSizeChanged,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.facebook.react.views.view.ReactViewManager: void setTransform(android.view.View,com.facebook.react.bridge.ReadableArray)>",6,com.facebook.react.views.view.ReactViewManager,setTransform,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.getcapacitor.MessageHandler$$ExternalSyntheticLambda2: void onPostMessage(android.webkit.WebView,androidx.webkit.WebMessageCompat,android.net.Uri,boolean,androidx.webkit.JavaScriptReplyProxy)>",6,com.getcapacitor.MessageHandler$$ExternalSyntheticLambda2,onPostMessage,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.getcapacitor.cordova.MockCordovaWebViewImpl$$ExternalSyntheticLambda0: void onReceiveValue(java.lang.Object)>,6,com.getcapacitor.cordova.MockCordovaWebViewImpl$$ExternalSyntheticLambda0,onReceiveValue,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.getcapacitor.cordova.MockCordovaWebViewImpl$$ExternalSyntheticLambda1: void run()>,6,com.getcapacitor.cordova.MockCordovaWebViewImpl$$ExternalSyntheticLambda1,run,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.google.android.gms.ads.internal.util.zzce: java.lang.Object call()>,6,com.google.android.gms.ads.internal.util.zzce,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzaul: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzaul,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzaxr: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzaxr,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzbzu: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzbzu,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzcgd: void loadUrl(java.lang.String)>,6,com.google.android.gms.internal.ads.zzcgd,loadUrl,webview,entrypoint|sensitive_api|webview,no,yes
GATOR,"<com.google.android.gms.internal.ads.zzcgn: android.webkit.WebResourceResponse shouldInterceptRequest(android.webkit.WebView,android.webkit.WebResourceRequest)>",6,com.google.android.gms.internal.ads.zzcgn,shouldInterceptRequest,webview,entrypoint|sensitive_api|webview,no,yes
GATOR,<com.google.android.gms.internal.ads.zzcuu: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzcuu,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzdwk: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzdwk,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzdwp: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzdwp,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzdwq: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzdwq,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzely: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzely,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzemx: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzemx,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzeoc: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzeoc,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzeqq: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzeqq,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzeqy: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzeqy,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzerb: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzerb,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzerm: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzerm,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzery: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzery,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzesk: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzesk,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzetd: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzetd,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzetm: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzetm,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzevi: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzevi,call,entrypoint,entrypoint,no,yes
GATOR,<com.google.android.gms.internal.ads.zzfnw: java.lang.Object call()>,6,com.google.android.gms.internal.ads.zzfnw,call,entrypoint,entrypoint,no,yes
GATOR,"<com.google.android.gms.measurement.internal.AppMeasurementDynamiteService: void onActivitySaveInstanceState(com.google.android.gms.dynamic.IObjectWrapper,com.google.android.gms.internal.measurement.zzcv,long)>",6,com.google.android.gms.measurement.internal.AppMeasurementDynamiteService,onActivitySaveInstanceState,callback,callback|entrypoint,no,yes
GATOR,"<com.google.android.gms.measurement.internal.AppMeasurementDynamiteService: void onActivitySaveInstanceStateByScionActivityInfo(com.google.android.gms.internal.measurement.zzdj,com.google.android.gms.internal.measurement.zzcy,long)>",6,com.google.android.gms.measurement.internal.AppMeasurementDynamiteService,onActivitySaveInstanceStateByScionActivityInfo,callback,callback|entrypoint,no,yes
GATOR,"<com.google.android.gms.measurement.internal.AppMeasurementDynamiteService: void onActivityStoppedByScionActivityInfo(com.google.android.gms.internal.measurement.zzdj,long)>",6,com.google.android.gms.measurement.internal.AppMeasurementDynamiteService,onActivityStoppedByScionActivityInfo,callback,callback|entrypoint,no,yes
GATOR,<com.google.firebase.messaging.d0: java.lang.Object call()>,6,com.google.firebase.messaging.d0,call,entrypoint,entrypoint,no,yes
GATOR,<com.learnium.RNDeviceInfo.a: void <clinit>()>,6,com.learnium.RNDeviceInfo.a,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.learnium.RNDeviceInfo.b: java.util.List createNativeModules(com.facebook.react.bridge.ReactApplicationContext)>,6,com.learnium.RNDeviceInfo.b,createNativeModules,sdk_mediated,sdk_mediated,no,no
GATOR,<com.learnium.RNDeviceInfo.b: java.util.List createViewManagers(com.facebook.react.bridge.ReactApplicationContext)>,6,com.learnium.RNDeviceInfo.b,createViewManagers,sdk_mediated,sdk_mediated,no,no
GATOR,<com.onesignal.OneSignalDbHelper: void onCreate(android.database.sqlite.SQLiteDatabase)>,6,com.onesignal.OneSignalDbHelper,onCreate,entrypoint,entrypoint,no,yes
GATOR,<com.onesignal.session.internal.session.impl.SessionService: void onFocus(boolean)>,6,com.onesignal.session.internal.session.impl.SessionService,onFocus,callback,callback|entrypoint,no,yes
GATOR,<com.onesignal.user.internal.service.UserRefreshService: void onSessionStarted()>,6,com.onesignal.user.internal.service.UserRefreshService,onSessionStarted,callback,callback|entrypoint,no,yes
GATOR,<com.reactnativecommunity.clipboard.ClipboardPackage$1: java.util.Map getReactModuleInfos()>,6,com.reactnativecommunity.clipboard.ClipboardPackage$1,getReactModuleInfos,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.reactnativecommunity.clipboard.ClipboardPackage: com.facebook.react.module.model.ReactModuleInfoProvider getReactModuleInfoProvider()>,6,com.reactnativecommunity.clipboard.ClipboardPackage,getReactModuleInfoProvider,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.reactnativecommunity.netinfo.NetworkCallbackConnectivityReceiver$$ExternalSyntheticLambda0: void run()>,6,com.reactnativecommunity.netinfo.NetworkCallbackConnectivityReceiver$$ExternalSyntheticLambda0,run,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.reactnativecommunity.picker.RNCPickerPackage: java.util.List createViewManagers(com.facebook.react.bridge.ReactApplicationContext)>,6,com.reactnativecommunity.picker.RNCPickerPackage,createViewManagers,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.reactnativecommunity.slider.ReactSliderManager: void <clinit>()>,6,com.reactnativecommunity.slider.ReactSliderManager,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<com.revenuecat.purchases.common.Backend$getOfferings$call$1: com.revenuecat.purchases.common.networking.HTTPResult call()>,6,com.revenuecat.purchases.common.Backend$getOfferings$call$1,call,entrypoint,entrypoint,no,yes
GATOR,<com.swmansion.gesturehandler.react.RNGestureHandlerRegistry: java.util.ArrayList getHandlersForView(android.view.View)>,6,com.swmansion.gesturehandler.react.RNGestureHandlerRegistry,getHandlersForView,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.swmansion.gesturehandler.react.RNGestureHandlerRootView: boolean dispatchTouchEvent(android.view.MotionEvent)>,6,com.swmansion.gesturehandler.react.RNGestureHandlerRootView,dispatchTouchEvent,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.swmansion.gesturehandler.react.RNViewConfigurationHelper: android.view.View getChildInDrawingOrderAtIndex(android.view.ViewGroup,int)>",6,com.swmansion.gesturehandler.react.RNViewConfigurationHelper,getChildInDrawingOrderAtIndex,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.swmansion.gesturehandler.react.RNViewConfigurationHelper: boolean isViewClippingChildren(android.view.ViewGroup)>,6,com.swmansion.gesturehandler.react.RNViewConfigurationHelper,isViewClippingChildren,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.swmansion.reanimated.NodesManager$$ExternalSyntheticLambda0: java.lang.String resolveCustomEventName(java.lang.String)>,6,com.swmansion.reanimated.NodesManager$$ExternalSyntheticLambda0,resolveCustomEventName,sdk_mediated,sdk_mediated,no,yes
GATOR,"<com.swmansion.rnscreens.RNScreensPackage: com.facebook.react.bridge.NativeModule getModule(java.lang.String,com.facebook.react.bridge.ReactApplicationContext)>",6,com.swmansion.rnscreens.RNScreensPackage,getModule,sdk_mediated,sdk_mediated,no,yes
GATOR,"<dev.fluttercommunity.plus.connectivity.ConnectivityBroadcastReceiver: void onListen(java.lang.Object,io.flutter.plugin.common.EventChannel$EventSink)>",6,dev.fluttercommunity.plus.connectivity.ConnectivityBroadcastReceiver,onListen,callback,callback|entrypoint,yes,yes
GATOR,<expo.modules.ReactActivityDelegateWrapper: void onCreate(android.os.Bundle)>,6,expo.modules.ReactActivityDelegateWrapper,onCreate,entrypoint,entrypoint,no,yes
GATOR,<io.flutter.embedding.android.FlutterFragmentActivity: void <clinit>()>,6,io.flutter.embedding.android.FlutterFragmentActivity,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.android.FlutterView$4: void accept(java.lang.Object)>,6,io.flutter.embedding.android.FlutterView$4,accept,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.embedding.android.e0: void <clinit>()>,6,io.flutter.embedding.android.e0,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.android.f0: void <clinit>()>,6,io.flutter.embedding.android.f0,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.engine.d$a: void a()>,6,io.flutter.embedding.engine.d$a,a,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.engine.dart.a: void run()>,6,io.flutter.embedding.engine.dart.a,run,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.engine.loader.c: void run()>,6,io.flutter.embedding.engine.loader.c,run,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.engine.systemchannels.PlatformChannel$2: void <clinit>()>,6,io.flutter.embedding.engine.systemchannels.PlatformChannel$2,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.engine.systemchannels.PlatformChannel$DeviceOrientation: void <clinit>()>,6,io.flutter.embedding.engine.systemchannels.PlatformChannel$DeviceOrientation,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.embedding.engine.systemchannels.PlatformChannel$SystemUiMode: void <clinit>()>,6,io.flutter.embedding.engine.systemchannels.PlatformChannel$SystemUiMode,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,"<io.flutter.plugin.common.StandardMethodCodec: java.nio.ByteBuffer encodeErrorEnvelope(java.lang.String,java.lang.String,java.lang.Object)>",6,io.flutter.plugin.common.StandardMethodCodec,encodeErrorEnvelope,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugin.editing.TextInputPlugin$1: void requestAutofill()>,6,io.flutter.plugin.editing.TextInputPlugin$1,requestAutofill,sdk_mediated,sdk_mediated,no,yes
GATOR,"<io.flutter.plugin.editing.b: android.view.WindowInsets onApplyWindowInsets(android.view.View,android.view.WindowInsets)>",6,io.flutter.plugin.editing.b,onApplyWindowInsets,sdk_mediated,sdk_mediated,no,no
GATOR,"<io.flutter.plugin.editing.e: android.text.SpannableStringBuilder replace(int,int,java.lang.CharSequence,int,int)>",6,io.flutter.plugin.editing.e,replace,sdk_mediated,sdk_mediated,no,no
GATOR,"<io.flutter.plugin.editing.e: void setSpan(java.lang.Object,int,int,int)>",6,io.flutter.plugin.editing.e,setSpan,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.plugin.platform.i$c: void <clinit>()>,6,io.flutter.plugin.platform.i$c,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,"<io.flutter.plugin.platform.o: boolean a(java.lang.String,io.flutter.plugin.platform.m)>",6,io.flutter.plugin.platform.o,a,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.plugins.firebase.core.FlutterFirebasePluginRegistry$$ExternalSyntheticLambda1: void run()>,6,io.flutter.plugins.firebase.core.FlutterFirebasePluginRegistry$$ExternalSyntheticLambda1,run,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.firebase.core.e: void run()>,6,io.flutter.plugins.firebase.core.e,run,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.plugins.firebase.crashlytics.h: void run()>,6,io.flutter.plugins.firebase.crashlytics.h,run,sdk_mediated,sdk_mediated,no,no
GATOR,"<io.flutter.plugins.firebase.messaging.FlutterFirebaseMessagingPlugin: void onMethodCall(io.flutter.plugin.common.MethodCall,io.flutter.plugin.common.MethodChannel$Result)>",6,io.flutter.plugins.firebase.messaging.FlutterFirebaseMessagingPlugin,onMethodCall,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.googlemobileads.GoogleMobileAdsPlugin: void onAttachedToActivity(io.flutter.embedding.engine.plugins.activity.ActivityPluginBinding)>,6,io.flutter.plugins.googlemobileads.GoogleMobileAdsPlugin,onAttachedToActivity,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.googlemobileads.GoogleMobileAdsPlugin: void onAttachedToEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,6,io.flutter.plugins.googlemobileads.GoogleMobileAdsPlugin,onAttachedToEngine,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.imagepicker.ImagePickerPlugin$LifeCycleObserver: void onStop(androidx.lifecycle.LifecycleOwner)>,6,io.flutter.plugins.imagepicker.ImagePickerPlugin$LifeCycleObserver,onStop,sdk_mediated,entrypoint|sdk_mediated,no,yes
GATOR,<io.flutter.plugins.imagepicker.Messages$PigeonCodec: void <clinit>()>,6,io.flutter.plugins.imagepicker.Messages$PigeonCodec,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.plugins.pathprovider.PathProviderPlugin: java.lang.String getApplicationDocumentsPath()>,6,io.flutter.plugins.pathprovider.PathProviderPlugin,getApplicationDocumentsPath,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.pathprovider.PathProviderPlugin: java.lang.String getApplicationSupportPath()>,6,io.flutter.plugins.pathprovider.PathProviderPlugin,getApplicationSupportPath,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.sharedpreferences.SharedPreferencesPlugin: void onDetachedFromEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,6,io.flutter.plugins.sharedpreferences.SharedPreferencesPlugin,onDetachedFromEngine,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.urllauncher.UrlLauncherPlugin: void onDetachedFromEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,6,io.flutter.plugins.urllauncher.UrlLauncherPlugin,onDetachedFromEngine,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.videoplayer.VideoPlayerPlugin: void onAttachedToEngine(io.flutter.embedding.engine.plugins.FlutterPlugin$FlutterPluginBinding)>,6,io.flutter.plugins.videoplayer.VideoPlayerPlugin,onAttachedToEngine,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.flutter.plugins.webviewflutter.PigeonApiCertificate: void <clinit>()>,6,io.flutter.plugins.webviewflutter.PigeonApiCertificate,<clinit>,sdk_mediated,sdk_mediated,no,no
GATOR,<io.flutter.plugins.webviewflutter.ProxyApiRegistrar: io.flutter.plugins.webviewflutter.PigeonApiCertificate getPigeonApiCertificate()>,6,io.flutter.plugins.webviewflutter.ProxyApiRegistrar,getPigeonApiCertificate,sdk_mediated,sdk_mediated,no,yes
GATOR,<io.sentry.android.core.DefaultAndroidEventProcessor$$ExternalSyntheticLambda0: java.lang.Object call()>,6,io.sentry.android.core.DefaultAndroidEventProcessor$$ExternalSyntheticLambda0,call,entrypoint,entrypoint,no,yes
GATOR,<okhttp3.Cache$RealCacheRequest$1: void close()>,6,okhttp3.Cache$RealCacheRequest$1,close,network,network,no,yes
GATOR,<okhttp3.RealCall$AsyncCall: void execute()>,6,okhttp3.RealCall$AsyncCall,execute,network,network,no,yes
GATOR,<okhttp3.RequestBody$Companion$toRequestBody$1: void writeTo(okio.BufferedSink)>,6,okhttp3.RequestBody$Companion$toRequestBody$1,writeTo,network,network,no,yes
GATOR,"<okhttp3.internal.cache.CacheInterceptor$cacheWritingResponse$cacheWritingSource$1: long read(okio.Buffer,long)>",6,okhttp3.internal.cache.CacheInterceptor$cacheWritingResponse$cacheWritingSource$1,read,network,network,no,yes
GATOR,<okhttp3.internal.http2.Http2Connection$ReaderRunnable$applyAndAckSettings$lambda-7$lambda-6$$inlined$execute$default$1: long runOnce()>,6,okhttp3.internal.http2.Http2Connection$ReaderRunnable$applyAndAckSettings$lambda-7$lambda-6$$inlined$execute$default$1,runOnce,network,network,no,yes
GATOR,<okhttp3.internal.http2.Http2ExchangeCodec: void cancel()>,6,okhttp3.internal.http2.Http2ExchangeCodec,cancel,network,network,no,yes
GATOR,<okhttp3.internal.io.FileSystem$Companion$SystemFileSystem: long size(java.io.File)>,6,okhttp3.internal.io.FileSystem$Companion$SystemFileSystem,size,network,network,no,yes
GATOR,"<okhttp3.internal.platform.android.AndroidCertificateChainCleaner: java.util.List clean(java.util.List,java.lang.String)>",6,okhttp3.internal.platform.android.AndroidCertificateChainCleaner,clean,network,network,no,yes
GATOR,<okio.RealBufferedSource: short readShort()>,6,okio.RealBufferedSource,readShort,network,network,no,yes
GATOR,<okio.internal._BufferKt: void <clinit>()>,6,okio.internal._BufferKt,<clinit>,network,network,no,no
GATOR,"<androidx.appcompat.widget.AppCompatPopupWindow: void update(android.view.View,int,int,int,int)>",5,androidx.appcompat.widget.AppCompatPopupWindow,update,sensitive_api,entrypoint|sensitive_api,no,yes
GATOR,<androidx.emoji2.text.EmojiCompatInitializer$1: void onResume()>,5,androidx.emoji2.text.EmojiCompatInitializer$1,onResume,entrypoint,entrypoint,no,yes
GATOR,<androidx.fragment.app.DialogFragment: void onCreate(android.os.Bundle)>,5,androidx.fragment.app.DialogFragment,onCreate,callback,callback|entrypoint,no,yes
GATOR,<androidx.navigation.fragment.NavHostFragment: void onPrimaryNavigationFragmentChanged(boolean)>,5,androidx.navigation.fragment.NavHostFragment,onPrimaryNavigationFragmentChanged,callback,callback|entrypoint,no,yes
GATOR,<androidx.work.impl.Processor$$ExternalSyntheticLambda0: java.lang.Object call()>,5,androidx.work.impl.Processor$$ExternalSyntheticLambda0,call,entrypoint,entrypoint,no,yes
GATOR,<androidx.work.impl.Processor$$ExternalSyntheticLambda1: java.lang.Object call()>,5,androidx.work.impl.Processor$$ExternalSyntheticLambda1,call,entrypoint,entrypoint,no,yes
GATOR,<com.adjust.sdk.SystemLifecycleContentProvider: boolean onCreate()>,5,com.adjust.sdk.SystemLifecycleContentProvider,onCreate,callback,callback|entrypoint,no,yes
GATOR,<com.baseflow.geolocator.a: void onDetachedFromActivity()>,5,com.baseflow.geolocator.a,onDetachedFromActivity,sdk_mediated,sdk_mediated,no,no
GATOR,<com.bumptech.glide.manager.LifecycleRequestManagerRetriever$1: void onDestroy()>,5,com.bumptech.glide.manager.LifecycleRequestManagerRetriever$1,onDestroy,entrypoint,entrypoint,no,yes
GATOR,<com.facebook.react.ReactInstanceManager$8: void run()>,5,com.facebook.react.ReactInstanceManager$8,run,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.animated.FrameBasedAnimationDriver: void runAnimationStep(long)>,5,com.facebook.react.animated.FrameBasedAnimationDriver,runAnimationStep,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.animated.NativeAnimatedModule$14: void execute(com.facebook.react.animated.NativeAnimatedNodesManager)>,5,com.facebook.react.animated.NativeAnimatedModule$14,execute,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.animated.NativeAnimatedModule$15: void execute(com.facebook.react.animated.NativeAnimatedNodesManager)>,5,com.facebook.react.animated.NativeAnimatedModule$15,execute,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.animated.NativeAnimatedModule$17: void execute(com.facebook.react.animated.NativeAnimatedNodesManager)>,5,com.facebook.react.animated.NativeAnimatedModule$17,execute,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.animated.NativeAnimatedModule$19: void execute(com.facebook.react.animated.NativeAnimatedNodesManager)>,5,com.facebook.react.animated.NativeAnimatedModule$19,execute,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.animated.NativeAnimatedModule$k: void doFrameGuarded(long)>,5,com.facebook.react.animated.NativeAnimatedModule$k,doFrameGuarded,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.bridge.BridgeReactContext: boolean hasActiveCatalystInstance()>,5,com.facebook.react.bridge.BridgeReactContext,hasActiveCatalystInstance,sdk_mediated,sdk_mediated,no,yes
GATOR,<com.facebook.react.bridge.BridgeReactContext: com.facebook.react.bridge.JavaScriptModule getJSModule(java.lang.Class)>,5,com.facebook.react.bridge.BridgeReactContext,getJSModule,sdk_mediated,sdk_mediated,no,yes
