tool,signature,apps_as_dynamic_entry,class_name,method_name,primary_tag,all_tags,non_library,nonobf_strict
FLOWDROID,<okhttp3.internal._RequestBodyCommonKt$commonToRequestBody$2: long contentLength()>,2,okhttp3.internal._RequestBodyCommonKt$commonToRequestBody$2,contentLength,network,network,no,yes
FLOWDROID,<okhttp3.internal._RequestBodyCommonKt$commonToRequestBody$2: void writeTo(okio.qwdqwfeqcf)>,2,okhttp3.internal._RequestBodyCommonKt$commonToRequestBody$2,writeTo,network,network,no,yes
FLOWDROID,<okhttp3.internal.aasdds: java.lang.Thread newThread(java.lang.Runnable)>,2,okhttp3.internal.aasdds,newThread,network,network,no,yes
FLOWDROID,<okhttp3.internal.cache.CacheInterceptor$cacheWritingResponse$cacheWritingSource$1: okio.Timeout timeout()>,2,okhttp3.internal.cache.CacheInterceptor$cacheWritingResponse$cacheWritingSource$1,timeout,network,network,no,yes
FLOWDROID,<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.wwqw$aasdds)>,2,okhttp3.internal.cache.CacheInterceptor,intercept,network,network,no,yes
FLOWDROID,"<okhttp3.internal.concurrent.TaskRunner$RealBackend: void execute(okhttp3.internal.concurrent.TaskRunner,java.lang.Runnable)>",2,okhttp3.internal.concurrent.TaskRunner$RealBackend,execute,network,network,no,yes
FLOWDROID,<okhttp3.internal.concurrent.TaskRunner: okhttp3.internal.concurrent.Task awaitTaskToRun()>,2,okhttp3.internal.concurrent.TaskRunner,awaitTaskToRun,network,network,no,yes
FLOWDROID,<okhttp3.internal.concurrent.TaskRunner: void kickCoordinator$okhttp(okhttp3.internal.concurrent.TaskQueue)>,2,okhttp3.internal.concurrent.TaskRunner,kickCoordinator$okhttp,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.ConnectInterceptor: okhttp3.Response intercept(okhttp3.wwqw$aasdds)>,2,okhttp3.internal.connection.ConnectInterceptor,intercept,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.ConnectPlan$WhenMappings: void <clinit>()>,2,okhttp3.internal.connection.ConnectPlan$WhenMappings,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.internal.connection.ConnectPlan: okhttp3.internal.connection.RealConnection handleSuccess()>,2,okhttp3.internal.connection.ConnectPlan,handleSuccess,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.ConnectPlan: okhttp3.internal.connection.RoutePlanner$ConnectResult connectTcp()>,2,okhttp3.internal.connection.ConnectPlan,connectTcp,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.ConnectPlan: okhttp3.internal.connection.RoutePlanner$ConnectResult connectTlsEtc()>,2,okhttp3.internal.connection.ConnectPlan,connectTlsEtc,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.ConnectPlan: void <clinit>()>,2,okhttp3.internal.connection.ConnectPlan,<clinit>,network,network,no,no
FLOWDROID,"<okhttp3.internal.connection.Exchange$RequestBodySink: void write(okio.asfqer,long)>",2,okhttp3.internal.connection.Exchange$RequestBodySink,write,network,network,no,yes
FLOWDROID,"<okhttp3.internal.connection.Exchange$ResponseBodySource: long read(okio.asfqer,long)>",2,okhttp3.internal.connection.Exchange$ResponseBodySource,read,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.RealCall: void enqueue(okhttp3.o0oo)>,2,okhttp3.internal.connection.RealCall,enqueue,network,network,no,yes
FLOWDROID,"<okhttp3.internal.connection.RealConnection: void trackFailure(okhttp3.internal.connection.RealCall,java.io.IOException)>",2,okhttp3.internal.connection.RealConnection,trackFailure,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.RealRoutePlanner: boolean hasNext(okhttp3.internal.connection.RealConnection)>,2,okhttp3.internal.connection.RealRoutePlanner,hasNext,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.RealRoutePlanner: boolean isCanceled()>,2,okhttp3.internal.connection.RealRoutePlanner,isCanceled,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.RealRoutePlanner: boolean sameHostAndPort(okhttp3.xxxxxxxx)>,2,okhttp3.internal.connection.RealRoutePlanner,sameHostAndPort,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.RealRoutePlanner: okhttp3.internal.connection.RoutePlanner$Plan plan()>,2,okhttp3.internal.connection.RealRoutePlanner,plan,network,network,no,yes
FLOWDROID,<okhttp3.internal.connection.SequentialExchangeFinder: okhttp3.internal.connection.RealConnection find()>,2,okhttp3.internal.connection.SequentialExchangeFinder,find,network,network,no,yes
FLOWDROID,<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.wwqw$aasdds)>,2,okhttp3.internal.http.BridgeInterceptor,intercept,network,network,no,yes
FLOWDROID,<okhttp3.internal.http.CallServerInterceptor: okhttp3.Response intercept(okhttp3.wwqw$aasdds)>,2,okhttp3.internal.http.CallServerInterceptor,intercept,network,network,no,yes
FLOWDROID,<okhttp3.internal.http.RealResponseBody: okhttp3.ssssa contentType()>,2,okhttp3.internal.http.RealResponseBody,contentType,network,network,no,yes
FLOWDROID,<okhttp3.internal.http.RetryAndFollowUpInterceptor: okhttp3.Response intercept(okhttp3.wwqw$aasdds)>,2,okhttp3.internal.http.RetryAndFollowUpInterceptor,intercept,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http1.Http1ExchangeCodec$ChunkedSource: long read(okio.Buffer,long)>",2,okhttp3.internal.http1.Http1ExchangeCodec$ChunkedSource,read,network,network,no,yes
FLOWDROID,<okhttp3.internal.http1.Http1ExchangeCodec$KnownLengthSink: void close()>,2,okhttp3.internal.http1.Http1ExchangeCodec$KnownLengthSink,close,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http1.Http1ExchangeCodec$KnownLengthSink: void write(okio.Buffer,long)>",2,okhttp3.internal.http1.Http1ExchangeCodec$KnownLengthSink,write,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http1.Http1ExchangeCodec: okio.Sink createRequestBody(okhttp3.Request,long)>",2,okhttp3.internal.http1.Http1ExchangeCodec,createRequestBody,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Hpack$Writer: void writeHeaders(java.util.List)>,2,okhttp3.internal.http2.Hpack$Writer,writeHeaders,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Connection$PingRunnable: void execute()>,2,okhttp3.internal.http2.Http2Connection$PingRunnable,execute,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Connection$ReaderRunnable$applyAndAckSettings$1$1$2: java.lang.Object invoke()>,2,okhttp3.internal.http2.Http2Connection$ReaderRunnable$applyAndAckSettings$1$1$2,invoke,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Connection$ReaderRunnable$ping$$inlined$execute$1: long runOnce()>,2,okhttp3.internal.http2.Http2Connection$ReaderRunnable$ping$$inlined$execute$1,runOnce,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Connection$ReaderRunnable$ping$$inlined$execute$default$1: long runOnce()>,2,okhttp3.internal.http2.Http2Connection$ReaderRunnable$ping$$inlined$execute$default$1,runOnce,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Connection$ReaderRunnable$settings$1: java.lang.Object invoke()>,2,okhttp3.internal.http2.Http2Connection$ReaderRunnable$settings$1,invoke,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http2.Http2Connection$ReaderRunnable: void data(boolean,int,okio.oooooo,int)>",2,okhttp3.internal.http2.Http2Connection$ReaderRunnable,data,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Connection$writeSynResetLater$$inlined$execute$1: long runOnce()>,2,okhttp3.internal.http2.Http2Connection$writeSynResetLater$$inlined$execute$1,runOnce,network,network,no,no
FLOWDROID,"<okhttp3.internal.http2.Http2Connection: void start(boolean,okhttp3.internal.concurrent.TaskRunner)>",2,okhttp3.internal.http2.Http2Connection,start,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2ExchangeCodec$Companion$readHttp2HeadersList$1: void <clinit>()>,2,okhttp3.internal.http2.Http2ExchangeCodec$Companion$readHttp2HeadersList$1,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.internal.http2.Http2ExchangeCodec: okio.asasasfffa openResponseBodySource(okhttp3.Response)>,2,okhttp3.internal.http2.Http2ExchangeCodec,openResponseBodySource,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http2.Http2ExchangeCodec: okio.fasdfdasdasd createRequestBody(okhttp3.tttt,long)>",2,okhttp3.internal.http2.Http2ExchangeCodec,createRequestBody,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2ExchangeCodec: void writeRequestHeaders(okhttp3.tttt)>,2,okhttp3.internal.http2.Http2ExchangeCodec,writeRequestHeaders,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http2.Http2Reader$ContinuationSource: long read(okio.asfqer,long)>",2,okhttp3.internal.http2.Http2Reader$ContinuationSource,read,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Stream$FramingSink: void flush()>,2,okhttp3.internal.http2.Http2Stream$FramingSink,flush,network,network,no,no
FLOWDROID,"<okhttp3.internal.http2.Http2Stream$FramingSink: void write(okio.asfqer,long)>",2,okhttp3.internal.http2.Http2Stream$FramingSink,write,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http2.Http2Stream$FramingSource: long read(okio.asfqer,long)>",2,okhttp3.internal.http2.Http2Stream$FramingSource,read,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Stream$FramingSource: okio.Timeout timeout()>,2,okhttp3.internal.http2.Http2Stream$FramingSource,timeout,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Stream: okhttp3.Headers takeHeaders()>,2,okhttp3.internal.http2.Http2Stream,takeHeaders,network,network,no,yes
FLOWDROID,<okhttp3.internal.http2.Http2Writer: void connectionPreface()>,2,okhttp3.internal.http2.Http2Writer,connectionPreface,network,network,no,yes
FLOWDROID,"<okhttp3.internal.http2.Http2Writer: void headers(boolean,int,java.util.List)>",2,okhttp3.internal.http2.Http2Writer,headers,network,network,no,yes
FLOWDROID,<okhttp3.internal.io.FileSystem$1: boolean exists(java.io.File)>,2,okhttp3.internal.io.FileSystem$1,exists,network,network,no,yes
FLOWDROID,<okhttp3.internal.io.FileSystem$1: okio.Sink appendingSink(java.io.File)>,2,okhttp3.internal.io.FileSystem$1,appendingSink,network,network,no,yes
FLOWDROID,<okhttp3.internal.io.FileSystem$1: okio.Sink sink(java.io.File)>,2,okhttp3.internal.io.FileSystem$1,sink,network,network,no,yes
FLOWDROID,"<okhttp3.internal.io.FileSystem$1: void rename(java.io.File,java.io.File)>",2,okhttp3.internal.io.FileSystem$1,rename,network,network,no,yes
FLOWDROID,<okhttp3.internal.platform.Android10Platform: java.lang.Object getStackTraceForCloseable(java.lang.String)>,2,okhttp3.internal.platform.Android10Platform,getStackTraceForCloseable,network,network,no,yes
FLOWDROID,<okhttp3.internal.platform.Android10Platform: okhttp3.internal.tls.CertificateChainCleaner b(javax.net.ssl.X509TrustManager)>,2,okhttp3.internal.platform.Android10Platform,b,network,network,no,yes
FLOWDROID,<okhttp3.internal.platform.Android10Platform: okhttp3.internal.tls.CertificateChainCleaner c(javax.net.ssl.X509TrustManager)>,2,okhttp3.internal.platform.Android10Platform,c,network,network,no,yes
FLOWDROID,<okhttp3.internal.platform.PlatformInitializer: java.lang.Object create(android.content.Context)>,2,okhttp3.internal.platform.PlatformInitializer,create,network,network,no,no
FLOWDROID,<okhttp3.internal.platform.PlatformInitializer: java.util.List dependencies()>,2,okhttp3.internal.platform.PlatformInitializer,dependencies,network,network,no,no
FLOWDROID,<okhttp3.internal.platform.PlatformInitializer: void <init>()>,2,okhttp3.internal.platform.PlatformInitializer,<init>,network,network,no,no
FLOWDROID,<okhttp3.internal.platform.PlatformRegistry: void <clinit>()>,2,okhttp3.internal.platform.PlatformRegistry,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.internal.platform.android.AndroidSocketAdapter$Companion$factory$1: boolean matchesSocket(javax.net.ssl.SSLSocket)>,2,okhttp3.internal.platform.android.AndroidSocketAdapter$Companion$factory$1,matchesSocket,network,network,no,yes
FLOWDROID,<okhttp3.internal.platform.android.AndroidSocketAdapter$Companion$factory$1: okhttp3.internal.platform.android.SocketAdapter create(javax.net.ssl.SSLSocket)>,2,okhttp3.internal.platform.android.AndroidSocketAdapter$Companion$factory$1,create,network,network,no,yes
FLOWDROID,<okhttp3.internal.platform.android.AndroidSocketAdapter: java.lang.String getSelectedProtocol(javax.net.ssl.SSLSocket)>,2,okhttp3.internal.platform.android.AndroidSocketAdapter,getSelectedProtocol,network,network,no,yes
FLOWDROID,"<okhttp3.internal.platform.android.AndroidSocketAdapter: void configureTlsExtensions(javax.net.ssl.SSLSocket,java.lang.String,java.util.List)>",2,okhttp3.internal.platform.android.AndroidSocketAdapter,configureTlsExtensions,network,network|sensitive_api,no,yes
FLOWDROID,<okhttp3.internal.platform.android.DeferredSocketAdapter: boolean matchesSocket(javax.net.ssl.SSLSocket)>,2,okhttp3.internal.platform.android.DeferredSocketAdapter,matchesSocket,network,network,no,yes
FLOWDROID,<okhttp3.internal.platform.android.DeferredSocketAdapter: java.lang.String getSelectedProtocol(javax.net.ssl.SSLSocket)>,2,okhttp3.internal.platform.android.DeferredSocketAdapter,getSelectedProtocol,network,network,no,yes
FLOWDROID,"<okhttp3.internal.platform.android.DeferredSocketAdapter: void configureTlsExtensions(javax.net.ssl.SSLSocket,java.lang.String,java.util.List)>",2,okhttp3.internal.platform.android.DeferredSocketAdapter,configureTlsExtensions,network,network|sensitive_api,no,yes
FLOWDROID,"<okhttp3.internal.ws.RealWebSocket$connect$1: void onFailure(okhttp3.Call,java.io.IOException)>",2,okhttp3.internal.ws.RealWebSocket$connect$1,onFailure,network,network,no,yes
FLOWDROID,"<okhttp3.internal.ws.RealWebSocket$connect$1: void onResponse(okhttp3.Call,okhttp3.Response)>",2,okhttp3.internal.ws.RealWebSocket$connect$1,onResponse,network,network,no,yes
FLOWDROID,"<okhttp3.internal.ws.RealWebSocket: boolean close(int,java.lang.String)>",2,okhttp3.internal.ws.RealWebSocket,close,network,network,no,yes
FLOWDROID,<okhttp3.internal.ws.WebSocketProtocol: void <clinit>()>,2,okhttp3.internal.ws.WebSocketProtocol,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.internal.zxcxcac: okhttp3.awrqw2r aasdds(okhttp3.oooooo)>,2,okhttp3.internal.zxcxcac,aasdds,network,network,no,yes
FLOWDROID,<okhttp3.l: void <clinit>()>,2,okhttp3.l,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.livelive: void <clinit>()>,2,okhttp3.livelive,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.n: void <clinit>()>,2,okhttp3.n,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.qewefdsf: void <clinit>()>,2,okhttp3.qewefdsf,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.qfwvgwr$aasdds$aasdds: java.util.List aasdds(java.lang.String)>,2,okhttp3.qfwvgwr$aasdds$aasdds,aasdds,network,network,no,yes
FLOWDROID,<okhttp3.qfwvgwr$aasdds: void <clinit>()>,2,okhttp3.qfwvgwr$aasdds,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.qfwvgwr: void <clinit>()>,2,okhttp3.qfwvgwr,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.qvevwrfeqf: long contentLength()>,2,okhttp3.qvevwrfeqf,contentLength,network,network,no,yes
FLOWDROID,<okhttp3.qvevwrfeqf: void <clinit>()>,2,okhttp3.qvevwrfeqf,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.qwdqwfeqcf: void <clinit>()>,2,okhttp3.qwdqwfeqcf,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.r: void <clinit>()>,2,okhttp3.r,<clinit>,network,network,no,no
FLOWDROID,"<okhttp3.sd0kkoi$aasdds: int compare(java.lang.Object,java.lang.Object)>",2,okhttp3.sd0kkoi$aasdds,compare,network,network,no,yes
FLOWDROID,<okhttp3.sd0kkoi: void <clinit>()>,2,okhttp3.sd0kkoi,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.ssssa: void <clinit>()>,2,okhttp3.ssssa,<clinit>,network,network,no,no
FLOWDROID,"<okhttp3.ttt$aasdds: int read(char[],int,int)>",2,okhttp3.ttt$aasdds,read,network,network,no,yes
FLOWDROID,<okhttp3.ttt: void <clinit>()>,2,okhttp3.ttt,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.u: void <clinit>()>,2,okhttp3.u,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.werwe: int hashCode()>,2,okhttp3.werwe,hashCode,network,network,no,yes
FLOWDROID,<okhttp3.wewedas: void <clinit>()>,2,okhttp3.wewedas,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.xxxxxxxx$aasdds: void <clinit>()>,2,okhttp3.xxxxxxxx$aasdds,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.xxxxxxxx: void <clinit>()>,2,okhttp3.xxxxxxxx,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.zxcxcac$aasdds: void <clinit>()>,2,okhttp3.zxcxcac$aasdds,<clinit>,network,network,no,no
FLOWDROID,<okhttp3.zxcxcac: void <clinit>()>,2,okhttp3.zxcxcac,<clinit>,network,network,no,no
FLOWDROID,<okio.Buffer: int select(okio.Options)>,2,okio.Buffer,select,network,network,no,yes
FLOWDROID,<okio.Buffer: long indexOfElement(okio.ByteString)>,2,okio.Buffer,indexOfElement,network,network,no,yes
FLOWDROID,<okio.ForwardingSource: okio.Timeout timeout()>,2,okio.ForwardingSource,timeout,network,network,no,yes
FLOWDROID,<okio.ForwardingTimeout: boolean hasDeadline()>,2,okio.ForwardingTimeout,hasDeadline,network,network,no,yes
FLOWDROID,<okio.ForwardingTimeout: okio.Timeout deadlineNanoTime(long)>,2,okio.ForwardingTimeout,deadlineNanoTime,network,network,no,yes
FLOWDROID,<okio.G: void <clinit>()>,2,okio.G,<clinit>,network,network,no,no
FLOWDROID,<okio.Okio$1: void close()>,2,okio.Okio$1,close,network,network,no,yes
FLOWDROID,"<okio.Okio$1: void write(okio.Buffer,long)>",2,okio.Okio$1,write,network,network,no,yes
FLOWDROID,<okio.Okio$2: void close()>,2,okio.Okio$2,close,network,network,no,yes
FLOWDROID,<okio.RealBufferedSink: long writeAll(okio.Source)>,2,okio.RealBufferedSink,writeAll,network,network,no,yes
FLOWDROID,<okio.RealBufferedSource: boolean request(long)>,2,okio.RealBufferedSource,request,network,network,no,yes
FLOWDROID,<okio.aasdds$asfqer: void close()>,2,okio.aasdds$asfqer,close,network,network,no,yes
FLOWDROID,<okio.aasdds$asfqer: void flush()>,2,okio.aasdds$asfqer,flush,network,network,no,yes
FLOWDROID,"<okio.aasdds$asfqer: void write(okio.asfqer,long)>",2,okio.aasdds$asfqer,write,network,network,no,yes
FLOWDROID,"<okio.aasdds$qwdqwfeqcf: long read(okio.asfqer,long)>",2,okio.aasdds$qwdqwfeqcf,read,network,network,no,yes
FLOWDROID,<okio.aasdds$qwdqwfeqcf: void close()>,2,okio.aasdds$qwdqwfeqcf,close,network,network,no,yes
FLOWDROID,<okio.aasdds$zxcxcac: void run()>,2,okio.aasdds$zxcxcac,run,network,network,no,yes
FLOWDROID,<okio.aasdds: void <clinit>()>,2,okio.aasdds,<clinit>,network,network,no,no
FLOWDROID,<okio.aqwrqwfqfeqf: void <clinit>()>,2,okio.aqwrqwfqfeqf,<clinit>,network,network,no,no
FLOWDROID,<okio.asdsdf: okio.qwdqwfeqcf writeByte(int)>,2,okio.asdsdf,writeByte,network,network,no,yes
FLOWDROID,<okio.asdsdf: okio.qwdqwfeqcf writeInt(int)>,2,okio.asdsdf,writeInt,network,network,no,yes
FLOWDROID,<okio.asdsdf: okio.qwdqwfeqcf writeShort(int)>,2,okio.asdsdf,writeShort,network,network,no,yes
FLOWDROID,<okio.asdsdf: okio.qwdqwfeqcf z(okio.ByteString)>,2,okio.asdsdf,z,network,network,no,yes
FLOWDROID,<okio.asdsdf: void close()>,2,okio.asdsdf,close,network,network,no,yes
FLOWDROID,<okio.asdsdf: void flush()>,2,okio.asdsdf,flush,network,network,no,yes
FLOWDROID,"<okio.asdsdf: void write(okio.asfqer,long)>",2,okio.asdsdf,write,network,network,no,yes
FLOWDROID,"<okio.asfqer$asfqer: void write(byte[],int,int)>",2,okio.asfqer$asfqer,write,network,network,no,yes
FLOWDROID,<okio.asfqer: okio.qwdqwfeqcf writeByte(int)>,2,okio.asfqer,writeByte,network,network,no,yes
FLOWDROID,<okio.c: void <clinit>()>,2,okio.c,<clinit>,network,network,no,no
FLOWDROID,<okio.d: void <clinit>()>,2,okio.d,<clinit>,network,network,no,no
FLOWDROID,<okio.dddddddd: void <clinit>()>,2,okio.dddddddd,<clinit>,network,network,no,no
FLOWDROID,<okio.dfadfwegfeg: void <clinit>()>,2,okio.dfadfwegfeg,<clinit>,network,network,no,no
FLOWDROID,<okio.dghghyury: void <clinit>()>,2,okio.dghghyury,<clinit>,network,network,no,no
FLOWDROID,<okio.e0: void <clinit>()>,2,okio.e0,<clinit>,network,network,no,no
FLOWDROID,"<okio.e: long read(okio.e,long)>",2,okio.e,read,network,network,no,no
FLOWDROID,<okio.e: void <clinit>()>,2,okio.e,<clinit>,network,network,no,no
FLOWDROID,<okio.eetrdfgf: void close()>,2,okio.eetrdfgf,close,network,network,no,yes
FLOWDROID,<okio.eetrdfgf: void flush()>,2,okio.eetrdfgf,flush,network,network,no,yes
FLOWDROID,"<okio.eetrdfgf: void write(okio.asfqer,long)>",2,okio.eetrdfgf,write,network,network,no,yes
FLOWDROID,<okio.f: int compareTo(java.lang.Object)>,2,okio.f,compareTo,network,network,no,no
FLOWDROID,<okio.h: int compareTo(java.lang.Object)>,2,okio.h,compareTo,network,network,no,no
FLOWDROID,<okio.h: void <clinit>()>,2,okio.h,<clinit>,network,network,no,no
FLOWDROID,<okio.i: void <clinit>()>,2,okio.i,<clinit>,network,network,no,no
FLOWDROID,<okio.internal.qwdqwfeqcf: void <clinit>()>,2,okio.internal.qwdqwfeqcf,<clinit>,network,network,no,no
FLOWDROID,<okio.j0: void <clinit>()>,2,okio.j0,<clinit>,network,network,no,no
FLOWDROID,<okio.k: void <clinit>()>,2,okio.k,<clinit>,network,network,no,no
FLOWDROID,<okio.l: void <clinit>()>,2,okio.l,<clinit>,network,network,no,no
FLOWDROID,<okio.o: void <clinit>()>,2,okio.o,<clinit>,network,network,no,no
FLOWDROID,<okio.oooot: void <clinit>()>,2,okio.oooot,<clinit>,network,network,no,no
FLOWDROID,"<okio.q3r131gv: long read(okio.asfqer,long)>",2,okio.q3r131gv,read,network,network,no,yes
FLOWDROID,<okio.q3r131gv: void close()>,2,okio.q3r131gv,close,network,network,no,yes
FLOWDROID,"<okio.qfwvgwr: long read(okio.asfqer,long)>",2,okio.qfwvgwr,read,network,network,no,yes
FLOWDROID,<okio.qfwvgwr: void close()>,2,okio.qfwvgwr,close,network,network,no,yes
FLOWDROID,<okio.qwdeqwd: void <clinit>()>,2,okio.qwdeqwd,<clinit>,network,network,no,no
FLOWDROID,<okio.qweqwes$aasdds: int available()>,2,okio.qweqwes$aasdds,available,network,network,no,yes
FLOWDROID,"<okio.qweqwes$aasdds: int read(byte[],int,int)>",2,okio.qweqwes$aasdds,read,network,network,no,yes
FLOWDROID,<okio.qweqwes: byte readByte()>,2,okio.qweqwes,readByte,network,network,no,yes
FLOWDROID,<okio.qweqwes: int J(okio.dghghyury)>,2,okio.qweqwes,J,network,network,no,yes
FLOWDROID,<okio.qweqwes: int readInt()>,2,okio.qweqwes,readInt,network,network,no,yes
FLOWDROID,<okio.qweqwes: java.io.InputStream H()>,2,okio.qweqwes,H,network,network,no,yes
FLOWDROID,<okio.qweqwes: java.lang.String r(java.nio.charset.Charset)>,2,okio.qweqwes,r,network,network,no,yes
FLOWDROID,"<okio.qweqwes: long read(okio.asfqer,long)>",2,okio.qweqwes,read,network,network,no,yes
FLOWDROID,<okio.qweqwes: okio.ByteString kandsvjdl(long)>,2,okio.qweqwes,kandsvjdl,network,network,no,yes
FLOWDROID,<okio.qweqwes: void close()>,2,okio.qweqwes,close,network,network,no,yes
FLOWDROID,<okio.r: void <clinit>()>,2,okio.r,<clinit>,network,network,no,no
FLOWDROID,<okio.s: void close()>,2,okio.s,close,network,network,no,no
FLOWDROID,<okio.u: void <clinit>()>,2,okio.u,<clinit>,network,network,no,no
FLOWDROID,<okio.x0: void <clinit>()>,2,okio.x0,<clinit>,network,network,no,no
FLOWDROID,<okio.x: void <clinit>()>,2,okio.x,<clinit>,network,network,no,no
FLOWDROID,<okio.y: void <clinit>()>,2,okio.y,<clinit>,network,network,no,no
FLOWDROID,<org.apache.cordova.networkinformation.NetworkManager: void onDestroy()>,2,org.apache.cordova.networkinformation.NetworkManager,onDestroy,entrypoint,entrypoint,no,yes
FLOWDROID,<org.greenrobot.greendao.database.b: void onCreate(android.database.sqlite.SQLiteDatabase)>,2,org.greenrobot.greendao.database.b,onCreate,entrypoint,entrypoint,no,no
FLOWDROID,<p0.d$c: void onCreate(android.database.sqlite.SQLiteDatabase)>,2,p0.d$c,onCreate,entrypoint,entrypoint,yes,no
FLOWDROID,<q0.j: java.lang.Object call()>,2,q0.j,call,entrypoint,entrypoint,yes,no
FLOWDROID,<rx.internal.operators.OperatorSubscribeOn: void call(java.lang.Object)>,2,rx.internal.operators.OperatorSubscribeOn,call,entrypoint,entrypoint,yes,no
FLOWDROID,<rx.internal.schedulers.CachedThreadScheduler$EventLoopWorker$1: void call()>,2,rx.internal.schedulers.CachedThreadScheduler$EventLoopWorker$1,call,entrypoint,entrypoint,yes,yes
FLOWDROID,<rx.plugins.RxJavaHooks$14: java.lang.Object call(java.lang.Object)>,2,rx.plugins.RxJavaHooks$14,call,entrypoint,entrypoint,yes,no
FLOWDROID,"<rx.plugins.RxJavaHooks$2: java.lang.Object call(java.lang.Object,java.lang.Object)>",2,rx.plugins.RxJavaHooks$2,call,entrypoint,entrypoint,yes,no
FLOWDROID,<rx.plugins.RxJavaHooks$3: java.lang.Object call(java.lang.Object)>,2,rx.plugins.RxJavaHooks$3,call,entrypoint,entrypoint,yes,no
FLOWDROID,<rx.plugins.RxJavaHooks$9: java.lang.Object call(java.lang.Object)>,2,rx.plugins.RxJavaHooks$9,call,entrypoint,entrypoint,yes,no
FLOWDROID,<rx.subjects.PublishSubject$PublishSubjectState: void call(java.lang.Object)>,2,rx.subjects.PublishSubject$PublishSubjectState,call,entrypoint,entrypoint,yes,yes
FLOWDROID,<s1.e: java.lang.Object call()>,2,s1.e,call,entrypoint,entrypoint,yes,no
FLOWDROID,<t0.b$a: void onCreate(android.database.sqlite.SQLiteDatabase)>,2,t0.b$a,onCreate,entrypoint,entrypoint,yes,no
FLOWDROID,<t5.d0: java.lang.Object call()>,2,t5.d0,call,entrypoint,entrypoint,yes,yes
FLOWDROID,<ta.aasdds$aasdds: java.lang.Object call()>,2,ta.aasdds$aasdds,call,entrypoint,entrypoint,yes,yes
FLOWDROID,"<w.c: void attachInfo(android.content.Context,android.content.pm.ProviderInfo)>",2,w.c,attachInfo,entrypoint,entrypoint,yes,no
FLOWDROID,<w5.zxcxcac: void onCreate(android.os.Bundle)>,2,w5.zxcxcac,onCreate,entrypoint,entrypoint,yes,yes
FLOWDROID,<y2.qwdqwfeqcf: void onCreate(android.os.Bundle)>,2,y2.qwdqwfeqcf,onCreate,entrypoint,entrypoint,yes,yes
FLOWDROID,<y3.f: void onCreate(android.database.sqlite.SQLiteDatabase)>,2,y3.f,onCreate,entrypoint,entrypoint,yes,no
